X,Y,objectid,codigo_via,pr,distanciap,nombre,administra,territoria,latsig,longsig,cat_1,cat_4,cat_5,cat_6,cat_7,link_foto,sector,cat_2,cat_3,ruleid,a_cargo_de,sentido,ubicacion,telefono_peaje,telefono_grua,eje_adicional,eje_adicional_r,eje_grua,cat_e_ie,cat_8,cat_9,cat_ie_10,cat_iee,cat_ieee,cat_iia,cat_eae,cat_ec,cat_e,cat_ie,cat_iie,cat_iiie,cat_ive,cat_ve,cat_vie,cat_viie,d_cat_i,d_cat_ii,d_cat_iii,d_cat_iv,d_cat_v,d_cat_vi,d_cat_vii,d_cat_viii,d_cat_ix,d_cat_ie10,d_cat_iee,d_cat_ieee,d_cat_iia,d_cat_eg,d_cat_ear,d_cat_ea,d_cat_eae,d_cat_ec,d_cat_e,d_cat_ie,d_cat_iie,d_cat_iiie,d_cat_ive,d_cat_ve,d_cat_vie,d_cat_viie
-8291430.27138899,544278.43541459,3962, ,0,0,GUAYABAL,DEPARTAMENTO,CUNDINAMARCA,56,-74.4831854,12400,19600,35300,45700,55000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Guayabal de Síquima - Cambao,16800,14100,3,CONCESIÓN PANAMERICANA,Norte - occidente // occidente - norte,Peaje Rio Bogotá – Facatativa – Villeta – Viani – Cambao Km 63 Jurisdicción del Municipio de Guayabal,3184666166,3138879089,0,0,0,7900,0,0,0,0,0,0,0,0,0,0,11900,9700,13300,24500,32100,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , ,Categoría IE,Categoría IIE,Categoría IIIE,Categoría IVE,Categoría VE,Categoría VIE, 
-8120063.41075399,521397.511935057,3955,6511,0,0,SAN PEDRO,CONCESION ANI,CASANARE,118,-72.9437707,8400,12250,13700,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/san_pedro.jpg,Barranca de Upía - Monterrey,4450,9600,2,Concesiónaria Vial del Oriente - COVIORIENTE S.A.S,Bidireccional,Villanueva - Monterrey Km.15+000,3168341260,3178942293  - 018000180818,8700,8400,6400,2300,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas y microbuses con ejes de llanta sencilla de servicio público","Buses, busetas, microbuses con eje trasero de doble llanta",Camiones pequeños de dos (2) ejes,Camiones grandes de dos (2) ejes,Vehículos de tres (3) y cuatro (4) ejes, , , , , , , , ,Eje Grúa,Eje Remolque,Eje Adicional, , , ,Categoría IE, , , , , , 
-8179038.41188839,1054630.85460514,3964,4901,17,600,RINCÓN HONDO,INVIAS,CESAR,9.43145278,1,9900,12100,13100,37600,43100,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3964.pdf,San Roque - La Paz,10500,11400,5,INVIAS,Aplica en ambos sentidos de circulación,Tramo que cubre:Vía Rincón Hondo - Agustín Codazzi,No cuenta con número,No cuenta con servicio,0,0,0,2900,,0,0,0,0,0,0,0,0,0,0,0,0,25900,0,0,"Automóviles, camperos y camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 ejes,Camiones de 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , ,Categoría especial IE, , , ,Categoría especial VE, , 
-8444692.43750581,534223.307343096,3919,2506,85,867,CERRITOS II,INVIAS,RISARALDA,22,1,12700,47000,53800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Victoria - Cartago - Cerritos,14500,35900,5,Concesionaria de Occidente,Sur – Norte,Vía Andalucía – Y de Cerritos PR2506 Km 86,3128509233 - 3113042754 - 3132158,No cuenta con servicio,15800,15600,10700,2700,0,0,0,0,0,0,0,0,0,2600,9300,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Adicional Remolque,Categoría Eje Adicional, , , ,Categoría Especial IE,Categoría Especial IIE, , , , , 
-8433984.24677361,964414.704728552,3921,2513,32,672,PURGATORIO,CONCESION ANI,CORDOBA,105,-75.76368712,13100,19300,34900,55600,64100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Caucasia - Planeta Rica,19300,19300,2,Concesión Ruta al Mar,Aplica en ambos sentido de circulación,Via Planeta Rica – Montería Km 32+500 Recorrido 49 KMS,3116346239 - 3116346139,0947911207,0,0,0,0,0,0,0,0,0,0,0,0,0,11300,15700,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 Ejes,5 Ejes,Categoría VI,Categoría VII, , , , , , ,Eje grúa,Eje remolque,Eje adicional, , , , , , , , , , 
-8191279.886006,589770.058465303,3935,5501,80,2261,ALBARRACÍN,CONCESION ANI,BOYACÁ,3,-73.58360233,8000,14150,16650,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Chocontá - Tunja,4350,11400,2,Concesión Briceño - Tunja - Sogamoso,Ambos sentidos de circulación,"Vía Bogotá Tunja KM 82+200, Jurisdicción Villa Pinzón (Cundinamarca)",3203409278,3174422284 // 3174341120 // 3174341030 // 3164086968,8200,6800,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas","Buses, Busetas y Camiones de 2 ejes",Camiones de tres y cuatro ejes,Vehículos de carga de cinco (5) ejes,Vehículos de carga de seis (6) ejes, , , , , , , , ,Eje Grúa,Eje Remolque,Eje Adicional, , , , , , , , , , 
-8123599.989343,1209435.64785316,3981,4902,61,400,SAN JUAN,INVIAS,GUAJIRA,116,1,8900,26100,29500,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3981.pdf,Río Pereira - Buenavista,9900,20500,5,INVIAS,Aplica en ambos sentido de circulación,Ubicación: 61+400Tramo que cubre:Vía La Paz – Distracción,No cuenta con número,No cuenta con servicio,7100,6900,5200,2900,0,0,0,0,0,,0,0,0,2900,0,0,0,25900,0,0,"Automóviles, camperos y caminonetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 ejes,Camiones de 4 ejes,Camiones de 5 ejes, , , , , , ,Eje grúa,Eje adicional remolque,Eje adicional, , , ,Categoría especial IE, , , ,Categoría especial VE, , 
-8416466.99956855,1058534.58578466,3934,9004,44,129,CAIMANERA,CONCESION ANI,CORDOBA,9.49011171,-75.59481605,12800,18900,20200,29400,29500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Coveñas  - San Onofre,19800,18900,2,Concesión Ruta al Mar,Sur – Norte,Vía Coveñas – Tolú Km 41+150 (Puerto Viejo),3153483271,3216177100,0,0,0,0,0,0,0,0,0,0,0,0,700,700,700,700,700,700,700,700,"Automóviles ,camperos y camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Camiones 5 ejes,Camiones 6 ejes, , , , , , , , , , , ,"CAT ESPECIAL I, II ,III, IV, V, VI, VII", , , , , , , 
-8555032.51960421,243732.037308954,3975,2503,61,300,EL BORDO,INVIAS,CAUCA,37,1,8900,26100,29500,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3975.pdf,Mojarras - Popayán,9900,20500,5,INVIAS,Sur – Norte // Norte – Sur,Kilometro 60+800 Vía Panamericana Mojarras – Popayan,3112363938 / 2800138,No cuenta con servicio,9000,8700,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y camperos,Categoría II Camiones y buses 2 ejes pequeños,Categoría III Camiones y buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional, , , , , , , , , , 
-8408101.11151916,686008.640819699,3932,5601,0,0,LAS PALMAS,CONCESION ANI,ANTIOQUIA,68,-75.53125739,8700,10500,23300,31400,35100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Glorieta Las Palmas - La Unión,10500,10500,2,Concesión Túnel Aburrá - Oriente S.A.,Oriente – Occidente,Km. 5 RUTA 5601 Vía Medellín -  La Ceja,(4) 4446178 - 2228085 - 4602225,(4) 4446178 - 2228085 - 4602225,0,0,0,6400,0,0,0,0,0,0,0,0,0,6500,200,0,0,0,0,0,Automóviles y Camperos,Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Categoría VI,Categoría VII, , , , , , , , , , , , ,Categoría Especial I,Categoría Especial II, , , , , 
-8135262.7478257,738321.972062768,3986,45A07,11,320,SAN GIL - CURITÍ,INVIAS,SANTANDER,33,1,8600,30100,35200,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3986.pdf,San Gil - Bucaramanga,9300,24200,5,Invias, ,VÍA BUCARAMANGA - SAN GIL,Sin Numero,Sin Numero,10200,10000,7000,6400,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,Automóviles y Camperos.,Camiones y Buses 2 ejes Pequeños.,Camiones y Buses 2 ejes Grandes.,3 y 4 ejes.,5 ejes., , , , , , , , ,Eje Grúa.,Eje Remolque.,Eje adicional., , , ,CATEGORIA ESPECIAL IE., , , , , , 
-8293449.92376725,724758.415522034,3952,6206,85,295,PUERTO BERRÍO,CONCESION ANI,ANTIOQUIA,102,-74.50138816,8500,24800,27900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/puerto_berrio.jpg,Cisneros - Puerto Berrío (Incluye el Puente sobre el Río Magdalena),9300,19500,2,Concesión Autopistas del Río Magdalena,Aplica en ambos sentido de circulación,Vía Alto de Dolores - Puerto Berrío,3183729221,0348326778,8700,8400,6400,2000,0,0,0,0,0,0,0,0,0,2100,2300,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 Ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 ejes, , , , , , , , ,Eje grúa,Eje remolque,Eje adicional, , , ,Categoría especial IE,Categoría especial IIE, , , , , 
-8328962.65216446,579826.16299064,3940,5007,35,75,HONDA,CONCESION ANI,TOLIMA,57,-74.82034451,10700,12400,26500,36200,39200,http://hermes.invias.gov.co/carreteras/images/peajes/honda.jpg,Fresno - Honda,11400,11900,2,Concesionaria Alternativas Viales SAS.,Norte – Sur  / Sur - Norte,Km 35 + 100 Vía Mariquita – Honda,3506666383 - 3506666384 - 3506666385,350 666-6375 - 350666-6386,0,0,0,5200,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,Automóviles y camperos,Buses y Busetas / Camiones pequeños hasta 4.5 toneladas,Camiones y buses 2 ejes grandes,Camiones de 3 y 4 ejes,Camiones de 5 ejes, , , , , , , , , , , , , , , , , , , , , 
-8037950.54391982,615985.581380598,3984,6513,34,900,LA NEVERA,INVIAS,CASANARE,145,0,7500,21800,24500,0,0, ,Paz de Ariporo - Yopal,8100,17200,5,INVÍAS,Bidireccional,Paz de Ariporo - Yopal Km. 34+900,No tiene,No cuenta con servicio,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,Categoría V 5 Ejes, , , , , , , , , , , , , , ,Categoría Especial IE,Categoría Especial IIE, , , , , 
-8473465.70615317,473817.808009247,3988,2506,12,296,LA URIBE,DEPARTAMENTO,VALLE DEL CAUCA,4.25300154,-76.11906914,8400,34300,38000,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Andalucía - La Paila -La Victoria,10800,25300,3,PISA Proyectos de Infraestructura S.A.,Norte – Sur  / Sur - Norte,Vía Andalucía – Cerritos Km 12+300,3155602442,2238660 - 3155602442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , , , , , , , , , , , , , , , , , 
-8415752.96173424,601077.678747441,3949,2508,63,434,SUPÍA,CONCESION ANI,CALDAS,121,-75.59999513,8300,24400,27400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/supia.jpg,La Felisa - La Pintada,9000,19200,2,Concesión Pacífico Tres,Ambos sentidos de circulación,Vía La Felisa – La Pintada,3219738470,LINEA GRATUITA: 018000423780 LINEA CELULAR: 3219738470,8700,8400,6400,0,0,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 ejes,Categoría V 5 Ejes, , , , , , , , ,Categoría Eje Grúa,Categoría Eje Remolque,Categoría Eje Adicional, , , , , , , , , , 
-8342838.73255668,1142423.54470582,3950,2515,131,39,CALAMAR,CONCESION ANI,ATLANTICO,15,-74.94499546,8300,24400,27400,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/calamar.jpg,Carreto - Calamar,9000,19200,2,Concesión Montes de Maria,Ambos sentidos de circulación,Km 131 Ruta 2515 Troncal de Occidente,3162954845,3162954845 - #270 Claro,8700,8400,6400,2700,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes Pequeños,Camiones y Buses 2 ejes Grandes,3 y 4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje remolque,Eje adicional, , , , , , , , , , 
-8327693.67208569,1095314.1458032,3941,8002,0,323,PUENTE PLATO,CONCESION ANI,MAGDALENA,101,-74.80894507,9200,34100,36600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Plato – Pueblo Nuevo,11400,24100,2,Concesión (Yuma),Sur – Norte,KM 0+150  Vía Plata – Pueblo Nuevo,3165280403,018000945566 Opción 1,9000,8700,6500,0,0,0,0,0,0,0,0,0,2600,2700,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes,3 y 4 Ejes,5 Ejes,6 Ejes, , , , , , , , ,Eje Grua,Eje Remolque,Eje Adicional, , ,CAT ESPECIAL E, , , , , , , 
-8382549.08506945,896980.248222443,3945,2513,11,831,LA APARTADA,CONCESION ANI,CORDOBA,60,-75.30171963,13100,19300,34900,55600,64100,http://hermes.invias.gov.co/carreteras/images/peajes/la_apartada.jpg,Caucasia - Planeta Rica,19300,19300,2,Concesión Ruta al Mar,Sur – Norte,Vía Caucasia – Planeta Rica  Km 12,3102467118,3216177100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , , , , , , , , , 
-8188663.40386265,903846.174621179,3995,4514,39,653,MORRISON,INVIAS,OCAÑA,80,1,10000,28900,32900,0,0,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3995.pdf,San Alberto - La Mata,10900,22600,5,Concesión ruta el sol,Norte – Sur – Norte,Km 28+500 Vía San Alberto – Aguaclara,3165280395,No cuenta con servicio,10200,10000,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y camperos,Camiones y buses de 2 ejes,3 Ejes,4 Ejes,5 Ejes, , , , , , , , ,Eje grúa,Eje Remolque,Eje adicional, , , , , , , , , , 
-8256731.07807564,528773.845821914,3911, ,0,0,LA TEBAIDA,DEPARTAMENTO,CUNDINAMARCA,4.74466731,-74.17163204,11200,15600,34500,42400,44800,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Funza - Cota,13500,13500,3,CONCESIÓN DEVISAB,Sur - Norte // Norte - Sur,Kilómetro 8 Vía Mosquera - Chía Jurisdicción del Municipio de Funza,*815 - 018000953550,*815 - 018000953550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Buses y Busetas,Categoría III Camiones y Buses 2 ejes pequeños,Categoría IV Camiones y Buses 2 ejes grandes,Categoría V Camiones de 3 y 4 ejes,Categoría VI Volquetas y Camiones de 5 ejes,Categoría VII 6 ejes Volquetas y Camiones, , , , , , , , , , , , , , , , , , , 
-8258241.74245372,532765.685009611,3943,5008,135,913,SIBERIA,CONCESION ANI,CUNDINAMARCA,120,-74.18504777,10000,16000,28100,37700,41400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Villeta - Bogotá,14300,12000,2,CONCESIÓN SABANA DE OCCIDENTE,Ambos sentidos de circulación,Bogotá (El Cortijo) – Siberia – La Punta – El Vino – Villeta,5939260 – 3185577768 – 3102613190 - 3002149460,5939260,0,0,0,5600,5200,7200,0,0,0,0,0,0,0,5700,8200,6700,9200,0,0,0,"Categoría I Automóviles, Camionetas y Camperos",Categoría II Buses y Busetas,Categoría III Camiones pequeños 2 ejes,Categoría IV Camiones grandes 2 ejes,Categoría V Camiones de 3 y 4 ejes,Categoría VI Camiones de 5 ejes,Categoría VII Camiones de 6 o más ejes,"Categoría VIII Autos, Camionetas y Camperos (S. Publico)",Categoría IX Buses/Busetas (S. publico), , , , , , , , , , ,"Categoría IE Autos, Camionetas, Camperos (S. particular)","Categoría IIE Buses, Busetas (S. particular)",Categoría IIE Camión pequeño 2 ejes,Categoría IVE Camión grande 2 ejes, , , 
-8212618.25332409,448569.016085496,3853,6509,54,629,OCOA,CONCESION ANI,META,83,-73.775205,9700,23300,34600,46000,50000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Ye de Granada - Paso por el Puente sobre el Río Ocoa,19400,13300,2,Concesión Autopistas de Los Llanos,Sur,Vía Villavicencio – Granada Km 54+450,(8) 6700868 – 3138860370 - 018000918624 - #76,(578) 668 49 90-91,0,0,0,0,0,0,0,0,0,0,0,0,3500,3600,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Camiones y Buses con eje trasero doble llanta,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Tracto camiones,6 Ejes,CAT VIII, , , , , , , , , , , ,CAT Especial, , , , , , , 
-8245409.6210329,495556.964043865,3910,4006,4,122,EL BOQUERÓN I,CONCESION ANI,CUNDINAMARCA,36,-74.07337975,11900,47100,52900,58800,70500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,35300,17800,2,COVIANDINA S.A.S.,Occidente – Oriente // Oriente – Occidente,Caqueza – Guayabetal Km 4+100,3123063223 - 3123030336 – 3105851322,3123060332 - 3105851322 -3105851325 y #713,0,0,0,400,0,0,0,1600,6100,0,0,0,0,400,11500,400,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II  Camiones y buses 2 ejes pequeños,Categoría III  Camiones y buses 2 ejes grandes,Categoría IV  3 y 4 Ejes,Categoría V  5 Ejes,Categoría VI  6 Ejes,Categoría VII, , , ,Categoría IEE,Categoría IEEE, , , , , , , ,Categoría IE,Categoría IIE,Categoría IIIE, , , , 
-8534372.28056777,419193.404191304,3980,4001,63,228,LOBOGUERRERO,INVIAS,VALLE DEL CAUCA,70,1,8400,29800,33800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cruce Ruta 40 (Loboguerrero) - Buga,9400,22700,5,CONSORCIO NQS,Norte – Sur  / Sur - Norte,VÍA BUENAVENTURA - BUGA KM 63+700 Tramo que cubre: Desde el PR 63+310 en Loboguerrero y finaliza en el PR 118+418 en Buga,3228171095,3228171095,10600,21600,6500,0,0,0,0,0,0,0,0,6600,0,600,600,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes, , , , , , , , ,Eje Grúa,Eje Adicional Remolque,Eje Adicional, ,Eje Cañero, , , , , , , , 
-8207092.79017352,468083.403823903,3885,4006,72,40,PIPIRAL,CONCESION ANI,META,93,-73.72128811,16600,39400,43000,65800,85100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,33000,22500,2,COVIANDINA S.A.S.,Occidente,Vía Villavicencio – Puente Susumuco Km 78+020,3214698772 - 3105851322,3123060332 - 3105851322 -3105851325 y #713,0,0,0,3300,0,0,0,3400,3400,0,0,0,0,3400,0,0,0,0,0,0,Categoría I Automóviles y Camperos,Categoría II Camiones y Buses 2 ejes pequeños,Categoría III Camiones y Buses 2 ejes grandes,Categoría IV 3 y 4 Ejes,Categoría V 5 Ejes,Categoría VI 6 Ejes,Categoría VII, , , ,CAT IEE,CAT IEEE, , , , , , , ,CAT IE,No aplica,No aplica,No aplica,No aplica, , 
-8348622.72387003,501814.744950155,3983,4305,19,780,ALVARADO,CONCESION ANI,TOLIMA,6,-74.99163244,10700,12400,26500,36200,39200,http://hermes.invias.gov.co/carreteras/images/peajes/alvarado.jpg,Ibagué - Mariquita,11400,11900,2,Concesionaria Alternativas Viales  S.A.S,"Norte-Sur, y, Sur-Norte","Kilómetro 20+100 metros vía Ibagué-,Mariquita",3506666383 - 3506666384 - 3506666385,350 666-6375 - 350666-6386,0,0,0,7200,0,0,0,0,0,0,0,0,0,7400,0,0,0,0,0,0,Automóviles y Camperos,Buses y Busetas / Camiones pequeños hasta 4.5 toneladas,Camiones y buses 2 ejes grandes,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , , , , , , , , , , 
-8357285.98958261,729204.369969708,3961,6206,1,240,CISNEROS,CONCESION ANI,ANTIOQUIA,28,-75.07477738,8300,8900,18800,23900,27000,http://hermes.invias.gov.co/carreteras/images/peajes/cisneros.jpg,Cisneros - Alto de Dolores,8900,8900,2,Concesión Vías del Nus – VINUS S.A.S,Aplica en ambos sentidos. Tramo que cubre: Cisneros - Antes de la entrada a la vía secundaria hacia,KM 03+000 RUTA 6206. Via Cisneros - Puerto Berrio,321 812 2264,311 739 5570 – 018000413724 – (4) 8603102,8700,8400,6400,1600,0,0,0,0,0,0,0,0,0,1700,1900,0,0,0,0,0,Categoría I (Automóviles y Camperos),Categoría II Camiones y Buses 2 Ejes pequeños,Categoría III - Camiones y Buses 2 Ejes grandes,Categoría IV - 3 y 4 ejes,Categoría V - 5 ejes,Categoría VI,Categoría VII, , , , , , , , , , , , ,Eje Especial IE,Eje Especial IIE, , , , , 
-8397164.96095636,713890.291673625,3812,2510,0,0,TRAPICHE,DEPARTAMENTO,ANTIOQUIA,6.39963727,-75.43301628,9200,15700,26500,34900,39000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellìn - Hoyo Rico,10200,11100,3,Concesión Hatovial S.A.S,Norte,Km 4  Vía alterna Girardota Hatillo,2892224 – 3108992859 - 01-8000-522-44-77,(054) 312 11 99-325 06 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automóviles y Camperos,Camiones y Buses 2 Ejes pequeños,Camiones y Buses 2 Ejes grandes,3 y 4 ejes,5 ejes,6 ejes,VII, , , , , , , , , , , , , , , , , , , 
-8139915.80391179,1263445.40957872,3845,9009,955,53,EL EBANAL,CONCESION ANI,GUAJIRA,41,-73.12210778,9600,18900,27700,44700,56400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Río Palomino - Riohacha,14800,11900,2,Concesión  Santa Marta - Paraguachón S.A .,Aplica en ambos sentidos de circulación,Ubicación: 53+950 Tramo que cubre:Vía Riohacha - Palomino,3143300807 - (5) 7288542 /43,(5) 728 85 43,0,0,0,4800,0,0,0,0,0,0,0,0,0,5000,7500,0,0,0,0,0,Automóviles y Campero,Buses y Busetas 2 ejes Pequeños,Camiones 350,Camiones 600,3 a 4 Ejes,5 Ejes,6 a mas ejes, , , , , , , , , , , , ,Categoría especial IE,Categoría especial IIE, , , , , 
-8257616.30903414,523631.943481683,3974,5008A,71,367,RÍO BOGOTÁ,CONCESION ANI,CUNDINAMARCA,107,-74.1794455,8000,13900,23600,31900,34500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Los Alpes - Madrid - Bogotá (Rio Bogotá),12000,10400,2,CONCESIÓN CCFC S.A,Oriente  - Occidente Bogotá  -  Faca,Peaje Río Bogotá – Facatativá – Villeta – Vianí – Cambao Km 0+700 Jurisdicción del Municipio de Mosquera,3792200 – 8930977,"300 2134184 - 310 3042774 - #235 Tigo, Movistar y Claro",0,0,0,200,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,Automóviles y Camperos,Camiones y Buses 2 ejes pequeños,Camiones y Buses 2 ejes grandes,3 y 4 ejes,5 Ejes,6 Ejes, , , , , , , , , , , , ,Eje especial,Eje especial Categoría I,Eje especial Categoría II,Eje especial Categoría III,Eje especial Categoría IV,Eje especial Categoría V,Eje especial Categoría VI, 
-8407972.13219303,927377.23569395,3976,2513,52,138,LOS MANGUITOS,CONCESION ANI,CORDOBA,8.30118958,-75.52981216,13100,19300,34900,55600,64100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Caucasia - Planeta Rica,19300,19300,2,Concesión Ruta al Mar,Aplica en ambos sentido,Vía Caucasia – Planeta Rica (Municipio de Plaza Bonita) Cubre Tramo Buenavista – Planeta Rica,sin numero,3216177100,0,0,0,6600,0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , , ,Categoría especial IE, , , , , , 
-8249807.58694736,1260824.86323756,3863,9008,6,759,NENGUANJE,CONCESION ANI,MAGDALENA,81,-74.10928246,9600,18900,27700,44700,56400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Santa Marta - Río Palomino,14800,11900,2,Concesión Santa Marta - Paraguachón S.A.,Aplica en ambos sentidos,"Ubicación: 6+500
Tramo que cubre:
Puente Nenguange – Palomino",3138891473 - (5) 7288542/43,(5) 728 85 43,0,0,0,4800,0,0,0,0,0,0,0,0,0,5000,7500,0,0,0,0,0,Automóviles y Camperos,Buses y Busetas 2 ejes,Camiones 350 2 ejes Dobles,Camiones 600 2 ejes Dobles,3 a 4 Ejes,5 Ejes,6 a mas ejes, , , , , , , , , , , , ,CAT ESPECIAL IE,CAT ESPECIAL IIE, , , , , 
-8440230.37583229,1016326.69145678,3938,2103,32,632,MATA DE CAÑA,CONCESION ANI,CORDOBA,78,-75.81987948,12800,18900,20200,29400,29500,http://hermes.invias.gov.co/carreteras/images/peajes/mata_de_cana.jpg,Cereté - Lorica,18900,18900,2,Concesión Ruta al Mar,Sur – Norte,Vía Monteria - Lorica Km 32+700 Metros,3102468199 - 3145007265,3216177100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automóviles, Camperos y Camionetas",Buses,Camiones pequeños de 2 ejes,Camiones grandes de 2 ejes,Camiones de 3 y 4 ejes,Camiones de 5 ejes,Camiones de 6 ejes, , , , , , , , , , , , , ,Categoría especial IIE, , , , , 
